Material(Class),Material(Family),Serial num,Cause P/No Desc.,Operation Hour,유형별,귀책별,Vendor Name,Region Name,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Decision
엔진2톤,DIV-G20/35E7,FGA1M-003750,"VALVE ASSY,CONTROL;4S,D25S",839,Leak,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,1.0,22.0,58.0,61.0,81.0,111.0,140.0,154.0,164.0,192.0,216.0,225.0,246.0,277.0,296.0,1
엔진2톤,DIV-D20/35SE9,FDA2H-001436,"VALVE,MAIN CONTROL;4SEC",408,작동불량,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),13.0,38.0,58.0,61.0,81.0,112.0,136.0,146.0,169.0,187.0,211.0,227.0,249.0,275.0,283.0,0
전동,DIV-B15/20T7,FBA11-008197,VALVE ASSY;TILT,14,작동불량,부품,파카코리아(주),Incheon-DIVEU,19.0,31.0,53.0,69.0,99.0,120.0,131.0,141.0,166.0,186.0,215.0,236.0,245.0,269.0,282.0,1
엔진2톤,DIV-D20/35S(C)7,FDA24-000549,"VALVE ASSY,CONTROL;4S,D25S","1,471",Leak,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVEU,16.0,23.0,41.0,73.0,94.0,110.0,128.0,158.0,177.0,186.0,217.0,221.0,241.0,279.0,293.0,0
엔진2톤,DIV-D20/35SE9,FDA2H-002677,"VALVE,MAIN CONTROL;4SEC",157,Leak,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),18.0,24.0,43.0,73.0,92.0,116.0,122.0,143.0,174.0,188.0,202.0,232.0,241.0,277.0,295.0,0
엔진2톤,DIV-D20/35SE9,FDA2H-001405,VALVE;MANIFOLD,776,작동불량,부품,신진정밀(주),Incheon-Korea(CS02),14.0,34.0,47.0,73.0,90.0,120.0,129.0,143.0,174.0,182.0,204.0,229.0,249.0,267.0,296.0,0
엔진2톤,DIV-D20/35SE9,FDA2H-002327,"VALVE,MAIN CONTROL;4SEC",294,작동불량,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),3.0,35.0,41.0,64.0,98.0,114.0,138.0,154.0,164.0,191.0,212.0,230.0,254.0,272.0,299.0,0
리치트럭,DIV-BR18/20SP7(북미),FRA0K-000617,"VALVE ASSY,CONTROL;MAIN",103,작동불량,부품,HYDRAFORCE INC,Incheon-DIVAC,9.0,31.0,55.0,79.0,98.0,112.0,138.0,148.0,180.0,200.0,211.0,226.0,255.0,266.0,297.0,0
엔진1톤,DIV-GC15/20S(C)9,FGA1H-000115,"VALVE,CONTROL;SECTION,TILT",582,Leak,부품,파카코리아(주),Incheon-DIVAC,18.0,30.0,57.0,73.0,86.0,102.0,136.0,144.0,167.0,186.0,218.0,233.0,242.0,262.0,282.0,0
리치트럭,DIV-BR18/20SP7(북미),FRA0K-000537,"VALVE ASSY,CONTROL",143,작동불량,부품,HYDRAFORCE HYDRAULIC SYSTEMS,Incheon-DIVAC,8.0,40.0,46.0,80.0,84.0,101.0,134.0,144.0,171.0,183.0,202.0,240.0,243.0,263.0,298.0,0
엔진4톤,DIV-D35/55S(C)9,FDB43-001075,"VALVE,MAIN CONTROL;3SEC",179,Leak,부품,신진정밀(주),Incheon-Korea(CS02),5.0,31.0,59.0,64.0,92.0,110.0,138.0,149.0,175.0,182.0,220.0,225.0,260.0,264.0,291.0,0
전동,DIV-B15/20T7,FBA11-008404,"VALVE SUB ASSY;MCV-4S, B15X",375,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-Korea(CS02),4.0,33.0,47.0,80.0,96.0,115.0,129.0,143.0,172.0,186.0,212.0,233.0,241.0,271.0,300.0,0
엔진2톤,DIV-D20/35S(C)9,FDA2E-000215,VALVE ASSY;TILT,402,작동불량,부품,파카코리아(주),Incheon-DIVEU,17.0,28.0,57.0,71.0,91.0,114.0,135.0,148.0,161.0,184.0,219.0,233.0,247.0,273.0,294.0,0
엔진2톤,DIV-G20/35N7,FGA15-003186,"VALVE ASSY,CONTROL;4S,D25S",468,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,9.0,22.0,48.0,70.0,98.0,103.0,129.0,152.0,175.0,199.0,207.0,221.0,258.0,263.0,287.0,0
엔진2톤,DIV-G20/35E7,FGA1M-005851,"VALVE ASSY,CONTROL;4S,D25S",51,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,9.0,36.0,45.0,70.0,85.0,115.0,131.0,158.0,179.0,182.0,210.0,230.0,243.0,274.0,284.0,0
엔진2톤,DIV-D20/35SE9,FDA2J-000234,"VALVE,MAIN CONTROL;4SEC","1,084",Leak,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),19.0,36.0,41.0,77.0,96.0,117.0,137.0,151.0,162.0,188.0,215.0,224.0,250.0,271.0,294.0,1
엔진7톤,DIV-D60/90S(C)9,FDB21-001055,"VALVE,RELIEF;7TON MCV TILT",207,작동불량,부품,WALVOIL S.P.A,Incheon-Korea(CS02),10.0,39.0,57.0,67.0,88.0,117.0,132.0,158.0,165.0,184.0,217.0,227.0,245.0,269.0,294.0,0
엔진2톤,DIV-G20/35E7,FGA1M-007757,"VALVE ASSY,SECTION;LIFT",3,작동불량,부품,대성산업(주)기계사업부,Incheon-DIVAC,14.0,40.0,53.0,74.0,91.0,101.0,132.0,144.0,166.0,187.0,208.0,240.0,260.0,265.0,286.0,0
엔진2톤,DIV-D20/35S(C)9,FDA2E-000263,"VALVE,MAIN CONTROL;4 SPOOL",69,작동불량,기타,派克汉尼汾液压(天津)有限公司,Incheon-DIVEU,16.0,22.0,47.0,61.0,84.0,113.0,140.0,148.0,169.0,185.0,217.0,221.0,259.0,265.0,296.0,0
엔진2톤,DIV-GC20/33S9,FGA1E-002677,"VALVE,MAIN CONTROL;3 SPOOL","1,920",Leak,생산,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,9.0,36.0,48.0,75.0,91.0,105.0,136.0,148.0,173.0,199.0,202.0,238.0,250.0,278.0,283.0,0
엔진2톤,DIV-G20/35E7,FGA1M-007613,"VALVE ASSY,CONTROL;4S,D25S",283,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,9.0,32.0,43.0,65.0,83.0,103.0,129.0,151.0,166.0,181.0,204.0,225.0,245.0,278.0,281.0,0
엔진2톤,DIV-D20/35S(C)9,FDA2B-000914,"VALVE,MAIN CONTROL;3 SPOOL",194,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVUK,20.0,23.0,57.0,68.0,86.0,119.0,122.0,157.0,176.0,191.0,210.0,238.0,245.0,274.0,299.0,1
엔진2톤,DIV-D20/35SE9,FDA2H-001439,"VALVE,MAIN CONTROL;3SEC","1,851",Leak,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),12.0,30.0,52.0,66.0,97.0,111.0,125.0,157.0,171.0,192.0,207.0,232.0,242.0,268.0,291.0,0
엔진7톤,DIV-D60/90S(C)9,FDB21-001550,"VALVE ASSY,CONTROL;4SPOOL",2,작동불량,부품,발보일플루이드파워코리아,Incheon-Korea(CS02),15.0,23.0,57.0,72.0,100.0,104.0,133.0,144.0,164.0,181.0,201.0,224.0,248.0,275.0,294.0,0
엔진2톤,DIV-D20/35S(C)9,FDA2C-001671,"VALVE,MAIN CONTROL;3 SPOOL",7,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,6.0,30.0,54.0,65.0,94.0,113.0,140.0,157.0,177.0,189.0,217.0,221.0,250.0,262.0,299.0,0
엔진7톤,DIV-D60/90S(C)9,FDB21-000790,"VALVE,HYDRAULIC;COIL-24V",575,작동불량,부품,신성정밀(주),Incheon-DIVAC,7.0,36.0,45.0,66.0,82.0,115.0,132.0,144.0,170.0,181.0,218.0,223.0,251.0,268.0,293.0,0
엔진4톤,DIV-D35/55S(C)9,FDB43-000815,"VALVE,MAIN CONTROL;4SEC",985,작동불량,부품,신진정밀(주),Incheon-Korea(CS02),11.0,24.0,51.0,79.0,94.0,115.0,125.0,159.0,171.0,192.0,208.0,234.0,255.0,264.0,290.0,0
엔진7톤,DIV-D60/90S(C)9,FDB21-001055,"VALVE ASSY,CONTROL;5SPOOL",207,작동불량,부품,발보일플루이드파워코리아,Incheon-Korea(CS02),16.0,31.0,41.0,68.0,89.0,104.0,127.0,142.0,172.0,182.0,204.0,226.0,253.0,268.0,281.0,0
엔진2톤,DIV-D20/35SE9,FDA2H-002688,"VALVE,MAIN CONTROL;4SEC",106,작동불량,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),5.0,31.0,56.0,76.0,94.0,114.0,127.0,142.0,174.0,191.0,201.0,222.0,255.0,265.0,288.0,0
엔진2톤,DIV-D20/35SE9,FDA2J-000409,"VALVE,MAIN CONTROL;3SEC",543,Leak,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),19.0,38.0,41.0,79.0,97.0,103.0,130.0,156.0,166.0,188.0,220.0,223.0,247.0,264.0,286.0,1
전동,DIV-BC20/32S7,FBA1B-001191,VALVE ASSY;4 SEC,539,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,13.0,33.0,58.0,64.0,98.0,115.0,139.0,156.0,172.0,193.0,210.0,236.0,251.0,271.0,291.0,0
리치트럭,DIV-BR18/20SP7(북미),FRA0J-000412,"VALVE ASSY,CONTROL",47,작동불량,부품,HYDRAFORCE HYDRAULIC SYSTEMS,Incheon-DIVAC,5.0,27.0,50.0,77.0,100.0,102.0,140.0,148.0,171.0,191.0,209.0,240.0,241.0,262.0,283.0,1
엔진2톤,DIV-G20/35E7,FGA1N-000620,"VALVE ASSY,CONTROL;4S,D25S","1,210",작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,20.0,22.0,47.0,67.0,96.0,111.0,122.0,151.0,162.0,183.0,201.0,230.0,255.0,268.0,287.0,1
전동,DIV-BC20/32S7,FBA1B-001172,VALVE ASSY;4 SEC,506,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,19.0,23.0,51.0,65.0,98.0,109.0,133.0,141.0,174.0,188.0,214.0,229.0,243.0,272.0,293.0,1
전동,DIV-BC20/32S7,FBA1B-001172,VALVE ASSY;4 SEC,535,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,15.0,30.0,52.0,77.0,94.0,119.0,133.0,159.0,162.0,185.0,217.0,230.0,248.0,265.0,295.0,0
리치트럭,DIV-BR18/20SP7(북미),FRA0K-000715,"VALVE ASSY,CONTROL",21,작동불량,부품,HYDRAFORCE HYDRAULIC SYSTEMS,Incheon-DIVAC,2.0,36.0,56.0,67.0,83.0,118.0,126.0,141.0,174.0,184.0,207.0,230.0,241.0,264.0,290.0,1
엔진2톤,DIV-GC20/33S9,FGA1E-003326,"VALVE,MAIN CONTROL;4 SPOOL",130,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,3.0,24.0,45.0,66.0,87.0,110.0,131.0,143.0,161.0,190.0,219.0,224.0,251.0,266.0,297.0,0
전동,DIV-B15/18S7,FBA28-000394,"VALVE,MAIN CONTROL",270,작동불량,부품,파카코리아(주),Incheon-Korea(CS02),7.0,27.0,51.0,67.0,86.0,104.0,138.0,152.0,172.0,181.0,211.0,226.0,241.0,268.0,292.0,0
엔진2톤,DIV-G20/35E7,FGA1M-004462,"VALVE,MAIN CONTROL;4SEC",773,간섭,부품,대성산업(주)기계사업부,Incheon-DIVAC,8.0,37.0,51.0,71.0,92.0,101.0,125.0,149.0,169.0,198.0,211.0,222.0,248.0,263.0,300.0,0
엔진2톤,DIV-G20/35E7,FGA1M-004035,"VALVE ASSY,CONTROL;3S",45,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,19.0,39.0,44.0,71.0,100.0,105.0,136.0,149.0,180.0,195.0,217.0,238.0,242.0,271.0,292.0,1
전동,DIV-B20/35S7,FBA30-000413,"VALVE,MAIN CONTROL;3SEC","1,319",작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-Korea(CS02),8.0,31.0,45.0,61.0,93.0,114.0,122.0,144.0,170.0,199.0,204.0,223.0,253.0,280.0,283.0,0
엔진4톤,DIV-D35/55S(C)9,FDB43-000824,"VALVE,MAIN CONTROL;4SEC","1,366",작동불량,부품,신진정밀(주),Incheon-Korea(CS02),7.0,27.0,42.0,63.0,86.0,105.0,125.0,144.0,161.0,184.0,208.0,233.0,251.0,277.0,294.0,0
엔진2톤,DIV-D20/35S(C)9,FDA2B-000530,VALVE;MANIFOLD,367,작동불량,부품,신진정밀(주),Incheon-DIVAC,12.0,33.0,55.0,77.0,91.0,107.0,133.0,144.0,166.0,194.0,212.0,235.0,247.0,269.0,287.0,0
엔진2톤,DIV-D20/35SE9,FDA2H-002055,"VALVE,MAIN CONTROL;4SEC",778,Leak,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),9.0,23.0,41.0,71.0,90.0,108.0,128.0,142.0,165.0,197.0,213.0,221.0,253.0,272.0,289.0,0
엔진2톤,DIV-G20/35E7,FGA1N-002481,"VALVE ASSY,RELIEF",21,작동불량,부품,WALVOIL S.P.A,Incheon-DIVAC,14.0,40.0,41.0,76.0,87.0,107.0,134.0,147.0,163.0,186.0,202.0,232.0,260.0,266.0,292.0,0
리치트럭,DIV-BR18/20SP7(북미),FRA0K-000574,"VALVE ASSY,CONTROL",330,작동불량,부품,HYDRAFORCE HYDRAULIC SYSTEMS,Incheon-DIVAC,14.0,36.0,42.0,71.0,91.0,105.0,130.0,143.0,167.0,198.0,211.0,234.0,252.0,266.0,298.0,0
엔진2톤,DIV-G20/35N7,FGA15-003129,"VALVE ASSY,CONTROL;3S",346,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,5.0,32.0,56.0,68.0,83.0,117.0,129.0,158.0,168.0,195.0,216.0,230.0,256.0,272.0,282.0,0
엔진2톤,DIV-D20/35S(C)9,FDA2E-000790,"VALVE,MAIN CONTROL;4 SPOOL",16,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,17.0,30.0,57.0,68.0,82.0,110.0,122.0,155.0,169.0,191.0,218.0,236.0,251.0,271.0,296.0,1
엔진7톤,DIV-D60/90S(C)9,FDB21-001574,"VALVE ASSY,CONTROL;4SPOOL",13,작동불량,부품,발보일플루이드파워코리아,Incheon-Korea(CS02),9.0,36.0,59.0,67.0,81.0,111.0,134.0,159.0,165.0,187.0,208.0,227.0,242.0,263.0,287.0,0
전동,DIV-B20/35S7,FBA31-002202,"VALVE,MAIN CONTROL;3SEC",8,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-Korea(CS02),9.0,29.0,53.0,75.0,92.0,108.0,122.0,145.0,169.0,191.0,219.0,231.0,259.0,277.0,287.0,0
엔진2톤,DIV-D20/35SE9,FDA2H-002085,"VALVE,MAIN CONTROL;4SEC","1,660",Leak,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),13.0,26.0,51.0,78.0,92.0,117.0,131.0,149.0,162.0,189.0,217.0,240.0,255.0,280.0,293.0,0
엔진2톤,DIV-G20/35E7,FGA1M-005684,"VALVE,MAIN CONTROL;4SEC",61,작동불량,부품,대성산업(주)기계사업부,Incheon-DIVAC,10.0,24.0,55.0,72.0,91.0,104.0,137.0,160.0,167.0,199.0,207.0,231.0,244.0,263.0,290.0,0
엔진2톤,DIV-G20/35E7,FGA1N-001160,"VALVE ASSY,CONTROL;4S,D25S","1,081",작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,5.0,24.0,56.0,79.0,97.0,102.0,126.0,150.0,170.0,184.0,211.0,228.0,258.0,271.0,289.0,0
엔진2톤,DIV-G20/35E7,FGA1M-007997,"VALVE ASSY,RELIEF",143,작동불량,부품,대성산업(주)기계사업부,Incheon-DIVAC,17.0,30.0,47.0,79.0,97.0,113.0,140.0,149.0,176.0,183.0,207.0,226.0,260.0,266.0,294.0,0
엔진7톤,DIV-D60/90S(C)9,FDB21-001604,"VALVE,HYDRAULIC",111,Leak,부품,신성정밀(주),Incheon-Korea(CS02),6.0,27.0,56.0,80.0,92.0,103.0,136.0,141.0,170.0,196.0,214.0,239.0,243.0,266.0,290.0,0
전동,DIV-B15/20SU9,FBA41-000070,VALVE;3SEC 3WAY,18,Leak,부품,경원기업,Incheon-DIVAC,5.0,34.0,55.0,78.0,100.0,116.0,123.0,155.0,180.0,192.0,210.0,231.0,244.0,263.0,293.0,0
엔진4톤,DIV-D35/55S(C)9,FDB43-001503,"VALVE,MAIN CONTROL;4SEC",130,작동불량,부품,신진정밀(주),Incheon-Korea(CS02),16.0,24.0,50.0,78.0,97.0,115.0,133.0,141.0,179.0,185.0,212.0,227.0,256.0,277.0,293.0,0
엔진2톤,DIV-D20/35S(C)9,FDA2C-001241,"VALVE ASSY,SECTION;LIFT",539,작동불량,부품,대성산업(주)기계사업부,Incheon-DIVAC,5.0,26.0,42.0,78.0,91.0,112.0,122.0,149.0,169.0,197.0,209.0,239.0,246.0,265.0,289.0,0
리치트럭,DIV-BR18/20SP7(북미),FRA0K-000481,"VALVE ASSY,CONTROL",166,작동불량,부품,HYDRAFORCE HYDRAULIC SYSTEMS,Incheon-DIVAC,16.0,34.0,42.0,75.0,95.0,117.0,137.0,155.0,180.0,200.0,212.0,222.0,255.0,261.0,282.0,0
엔진2톤,DIV-G20/35E7,FGA1M-006416,"VALVE ASSY,CONTROL;3S",640,Leak,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,1.0,24.0,45.0,66.0,98.0,104.0,134.0,152.0,177.0,191.0,219.0,225.0,258.0,268.0,299.0,1
엔진2톤,DIV-G20/35E7,FGA1M-006646,"VALVE ASSY,CONTROL;3S",21,작동불량,기타,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,4.0,34.0,50.0,62.0,87.0,117.0,125.0,149.0,176.0,195.0,213.0,239.0,253.0,274.0,294.0,0
엔진4톤,DIV-D35/55S(C)9,FDB42-000293,"VALVE,MAIN CONTROL;4SEC",514,작동불량,부품,신진정밀(주),Incheon-Korea(CS02),7.0,24.0,53.0,66.0,95.0,117.0,134.0,152.0,168.0,188.0,219.0,226.0,242.0,270.0,289.0,0
엔진2톤,DIV-D20/35SE9,FDA2H-002921,"VALVE,MAIN CONTROL;4SEC",47,작동불량,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),7.0,28.0,41.0,67.0,93.0,107.0,137.0,144.0,161.0,183.0,211.0,234.0,254.0,263.0,295.0,0
엔진2톤,DIV-D20/35SE9,FDA2H-002047,"VALVE,MAIN CONTROL;4SEC",177,작동불량,부품,대성산업(주)기계사업부,Incheon-Korea(CS02),19.0,26.0,43.0,68.0,100.0,105.0,128.0,145.0,169.0,194.0,207.0,223.0,253.0,275.0,288.0,1
전동,DIV-B20/35S7,FBA31-002151,"VALVE,MAIN CONTROL;3SEC","1,072",작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-Korea(CS02),8.0,29.0,47.0,74.0,97.0,117.0,127.0,145.0,177.0,196.0,210.0,229.0,256.0,273.0,298.0,0
엔진7톤,DIV-D60/90S(C)9,FDB21-001700,"VALVE,MAIN CONTROL;4SPOOL",53,Leak,생산,경원기업,Incheon-Korea(CS02),9.0,29.0,54.0,63.0,100.0,110.0,139.0,152.0,163.0,181.0,212.0,221.0,249.0,269.0,288.0,1
엔진4톤,DIV-D35/55S(C)9,FDB44-000584,"VALVE,MAIN CONTROL;3SEC",245,작동불량,부품,신진정밀(주),Incheon-Korea(CS02),1.0,32.0,58.0,80.0,91.0,109.0,130.0,159.0,171.0,186.0,209.0,240.0,257.0,266.0,291.0,1
엔진7톤,DIV-D60/90S(C)9,FDB22-000126,"VALVE,HYDRAULIC;COIL-24V",1,작동불량,,신성정밀(주),Incheon-DIVAC,20.0,32.0,45.0,66.0,96.0,114.0,132.0,157.0,179.0,200.0,214.0,227.0,250.0,278.0,282.0,1
리치트럭,DIV-BR18/20SP7(북미),FRA0J-000413,"VALVE ASSY,CONTROL",76,작동불량,부품,HYDRAFORCE HYDRAULIC SYSTEMS,Incheon-DIVAC,20.0,23.0,56.0,74.0,84.0,117.0,135.0,148.0,180.0,184.0,205.0,227.0,260.0,280.0,283.0,1
전동,DIV-BC15/20SC5,FBA0F-000085,"VALVE ASSY;3SEC,3LEV",30,Leak,생산,경원기업,Incheon-DIVAC,8.0,27.0,49.0,67.0,86.0,108.0,132.0,158.0,166.0,185.0,204.0,226.0,250.0,261.0,292.0,0
엔진2톤,DIV-G20/35E7,FGA1N-002481,"VALVE ASSY,CONTROL;4S,D25S",39,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,3.0,40.0,41.0,79.0,84.0,116.0,122.0,150.0,168.0,196.0,214.0,236.0,246.0,272.0,287.0,1
리치트럭,DIV-BR18/20SP7(북미),FRA0K-000636,"VALVE ASSY,CONTROL",71,작동불량,부품,HYDRAFORCE HYDRAULIC SYSTEMS,Incheon-DIVAC,6.0,40.0,60.0,65.0,83.0,115.0,140.0,154.0,173.0,184.0,214.0,228.0,260.0,279.0,296.0,1
리치트럭,DIV-BR18/20SP7(북미),FRA0K-000827,"VALVE ASSY,CONTROL",262,작동불량,부품,HYDRAFORCE HYDRAULIC SYSTEMS,Incheon-DIVAC,10.0,27.0,55.0,76.0,91.0,119.0,136.0,145.0,168.0,185.0,210.0,234.0,259.0,270.0,284.0,0
엔진2톤,DIV-G20/35E7,FGA1M-000994,"VALVE ASSY,CONTROL;3S","1,188",외관,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,15.0,37.0,44.0,71.0,82.0,113.0,125.0,152.0,164.0,193.0,219.0,235.0,247.0,262.0,289.0,0
엔진2톤,DIV-D20/35S(C)9,FDA2C-001481,"VALVE,MAIN CONTROL;FINGERTIP;4WAY",15,작동불량,부품,발보일플루이드파워코리아,Incheon-DIVAC,10.0,35.0,46.0,66.0,97.0,119.0,135.0,157.0,166.0,198.0,201.0,237.0,241.0,263.0,300.0,0
엔진2톤,DIV-GC20/33S9,FGA1F-001087,"VALVE,MAIN CONTROL;4 SPOOL",88,작동불량,부품,派克汉尼汾液压(天津)有限公司,Incheon-DIVAC,8.0,40.0,57.0,74.0,93.0,113.0,139.0,150.0,165.0,200.0,213.0,227.0,252.0,265.0,292.0,0
엔진4톤,DIV-GC35/55S(C)9,FGB1C-000334,VALVE ASSY;3SPOOL,67,작동불량,부품,KYB CORPORATION,Incheon-DIVAC,2.0,27.0,48.0,79.0,91.0,116.0,137.0,155.0,165.0,188.0,215.0,235.0,253.0,274.0,300.0,1
엔진2톤,DIV-G20/35E7,FGA1M-007889,"VALVE ASSY,RELIEF",3,Leak,부품,대성산업(주)기계사업부,Incheon-DIVAC,19.0,29.0,42.0,76.0,82.0,109.0,137.0,156.0,176.0,199.0,205.0,223.0,251.0,270.0,290.0,1
엔진2톤,DIV-D20/35S(C)9,FDA2C-002027,VALVE;MANIFOLD,173,작동불량,부품,신진정밀(주),Incheon-DIVAC,5.0,38.0,53.0,80.0,83.0,108.0,121.0,152.0,169.0,196.0,212.0,233.0,245.0,267.0,297.0,0
엔진2톤,DIV-G20/35E7,FGA1M-005854,"VALVE ASSY,CONTROL;3SECTION",4,외관,,경원기업,Incheon-DIVAC,7.0,27.0,49.0,80.0,88.0,108.0,140.0,141.0,174.0,187.0,212.0,228.0,260.0,272.0,289.0,0
